 34320  
  -1   0   0   1   1   1   1          -.827080E+01     0.000000E+00     0.150000E+01     0.000000E+00
  -1   0   0   1   1   1  11          -.399822E+01     0.000000E+00     -.866025E+00     0.000000E+00
  -1   0   0   1   1   1  29          -.858512E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1   3   3          0.326453E+01     0.000000E+00     0.707107E+00     0.707107E+00
  -1   0   0   1   1   3  17          0.140194E+01     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1   5   5          0.230837E+01     0.000000E+00     0.500000E+00     0.500000E+00
  -1   0   0   1   1   5  19          0.991324E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1   7   7          -.767876E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1   7  25          0.822370E-01     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1   9   9          -.626968E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1   9  27          0.671462E-01     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1  11  11          -.110833E+01     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1  11  29          0.993106E-01     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1  13  13          -.358912E-01     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1  15  15          -.310827E-01     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1  17  17          -.888261E-01     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1  19  19          -.628095E-01     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1  21  21          0.134716E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1  23  23          0.120494E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1  25  25          0.469579E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1  27  27          0.383409E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1  29  29          0.474445E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1  11   1  11          -.627550E+01     0.000000E+00     0.250000E+01     0.000000E+00
  -1   0   0   1  11   1  29          -.315334E+01     0.000000E+00     -.111803E+01     -.111022E-15
  -1   0   0   1  11   3   3          -.162916E+01     0.163299E+01     -.816497E+00     0.816497E+00
  -1   0   0   1  11   3  17          0.934891E+00     0.000000E+00     0.912871E+00     0.912871E+00
  -1   0   0   1  11   5   5          -.115199E+01     0.115470E+01     -.577350E+00     0.577350E+00
